,tweet_id,timestamp,text,rating_denominator,name,rating,rating_numerator_new,dog_stage,retweet_count,favorite_count,jpg_url,img_num,p1,p1_conf,p2,p2_conf,p3,p3_conf
206,841077006473256960,2017-03-13 00:02:39,This is Dawn. She's just checking pup on you. Making sure you're doing okay. 12/10 she's here if you need her https://t.co/XKJrmO4fAQ,10,Dawn,12/10,12,puppo,5151,22359,https://pbs.twimg.com/media/C6wbE5bXUAAh1Hv.jpg,1,Brittany_spaniel,96.3,Blenheim_spaniel,1.48,clumber,0.96
208,840632337062862849,2017-03-11 18:35:42,"Say hello to Maddie and Gunner. They are considerably pupset about bath time. Both 12/10 but Gunner needs your help

https://t.co/JesYTzb1Jo https://t.co/5cncH08G1o",10,Maddie,12/10,12,puppo,1713,8810,https://pbs.twimg.com/media/C6qGphPV4AEKrdc.jpg,1,golden_retriever,71.11,cocker_spaniel,15.79,Labrador_retriever,5.96
210,840268004936019968,2017-03-10 18:27:58,This is Monty. He makes instantly regrettable decisions. Couldn't help himself. It looked like a ghost lollipop. 12/10 mistake happen https://t.co/8Wsr6b4RjE,10,Monty,12/10,12,,5561,18863,https://pbs.twimg.com/media/C6k7SaEXUAg83_J.jpg,3,Chesapeake_Bay_retriever,86.4,Labrador_retriever,5.26,kelpie,3.26
211,839990271299457024,2017-03-10 00:04:21,Meet Sojourner. His nose is a Fibonacci Spiral. Legendary af. 13/10 we must protect him at all costs https://t.co/r7W1NbkOtr,10,Sojourner,13/10,13,,2210,13163,https://pbs.twimg.com/media/C6g-sX-VsAAHfJ9.jpg,2,Staffordshire_bullterrier,60.49,American_Staffordshire_terrier,31.15,Boston_bull,3.72
213,839239871831150596,2017-03-07 22:22:32,This is Odie. He's big. 13/10 would attempt to ride https://t.co/JEXB9RwBmm,10,Odie,13/10,13,doggo,6357,26579,https://pbs.twimg.com/media/C6WUNadWYAAPxHv.jpg,3,Leonberg,92.7,Newfoundland,5.0,Saint_Bernard,1.07
214,838921590096166913,2017-03-07 01:17:48,This is Arlo. He's officially the king of snowy tongue slips. 13/10 would comfort during inevitable brain freeze https://t.co/oXVu9pNZZv,10,Arlo,13/10,13,,1996,10917,https://pbs.twimg.com/media/C6Ryuf7UoAAFX4a.jpg,1,Border_terrier,66.45,Brabancon_griffon,17.05,Yorkshire_terrier,8.78
216,838476387338051585,2017-03-05 19:48:43,This is Stanley. Somehow he heard you tell him he's a good boy from all the way up there. 13/10 I love you Stanley https://t.co/51FXNuouHI,10,Stanley,13/10,13,,4646,22045,https://pbs.twimg.com/media/C6Ld0wYWgAQQqMC.jpg,3,Great_Pyrenees,99.77,kuvasz,0.1,Newfoundland,0.04
218,837820167694528512,2017-03-04 00:21:08,"Here's a pupper before and after being asked ""who's a good girl?"" Unsure as h*ck. 12/10 hint hint it's you https://t.co/ORiK6jlgdH",10,None,12/10,12,pupper,7664,33442,https://pbs.twimg.com/media/C6CI_jbVAAA3-a1.jpg,1,golden_retriever,88.76,Labrador_retriever,6.87,kuvasz,3.04
221,837110210464448512,2017-03-02 01:20:01,This is Clark. He passed pupper training today. Round of appaws for Clark. 13/10 https://t.co/7pUjwe8X6B,10,Clark,13/10,13,pupper,2310,15755,https://pbs.twimg.com/media/C54DS1kXQAEU5pS.jpg,1,Siberian_husky,76.77,Eskimo_dog,21.71,malamute,1.17
229,835297930240217089,2017-02-25 01:18:40,Meet Ash. He's a Benebop Cumberplop. Quite rare. Fairly portable. Lil sandy tho. Clearly knows something you don't. 12/10 would hug softly https://t.co/1U0z6r5LSO,10,Ash,12/10,12,,2936,16217,https://pbs.twimg.com/media/C5eTCOVUsAAWhvc.jpg,1,Rottweiler,34.13,Border_terrier,33.62,Gordon_setter,4.54
231,835172783151792128,2017-02-24 17:01:22,We only rate dogs. Please don't send in any non-canines like this Floppy Tongued House Panda. Thank you... 12/10 would still pet https://t.co/8fX2VkExnL,10,None,12/10,12,,5643,25766,https://pbs.twimg.com/media/C5chM_jWAAQmov9.jpg,2,Border_collie,66.31,collie,15.25,Cardigan,3.55
234,834786237630337024,2017-02-23 15:25:23,This is Tobi. She is properly fetching her shot. H*ckin nifty af bandana. 13/10 would send fully armed battalion to remind her of my love https://t.co/3FIqvumEXE,10,Tobi,13/10,13,,5393,21093,https://pbs.twimg.com/media/C5XBp19WYAA5a_v.jpg,1,Border_terrier,15.63,Norwegian_elkhound,12.59,Boston_bull,9.66
236,834458053273591808,2017-02-22 17:41:18,"Meet Chester (bottom) &amp; Harold (top). They are different dogs not only in appearance, but in personality as well. Both 12/10 symbiotic af https://t.co/8ZOZS2FSJe",10,Chester,12/10,12,,1642,9487,https://pbs.twimg.com/media/C5SXK89XUAQg7GX.jpg,1,Rhodesian_ridgeback,46.86,whippet,17.75,redbone,10.66
237,834209720923721728,2017-02-22 01:14:30,This is Wilson. He's aware that he has something on his face. Waiting for you to get it for him. 12/10 https://t.co/FaeinVjzTZ,10,Wilson,12/10,12,,4639,20253,https://pbs.twimg.com/media/C5O1UAaWIAAMBMd.jpg,1,golden_retriever,75.48,Pekinese,19.79,Labrador_retriever,0.87
240,833863086058651648,2017-02-21 02:17:06,This is Bentley. Hairbrushes are his favorite thing in the h*ckin world. 12/10 impawsible to say no to https://t.co/HDloTYilWZ,10,Bentley,12/10,12,,2360,13240,https://pbs.twimg.com/media/C5J6DIpWQAEosSz.jpg,1,kuvasz,49.5,Great_Pyrenees,31.26,golden_retriever,14.17
241,833826103416520705,2017-02-20 23:50:09,Meet Charlie. She asked u to change the channel to Animal Planet at least 6 times. Now taking matters into her own paws. 13/10 assertive af https://t.co/WTzhtfevKY,10,Charlie,13/10,13,,3700,17827,https://pbs.twimg.com/media/C5JYaYoVYAAcEQw.jpg,1,Chihuahua,43.81,kelpie,14.97,Pembroke,9.65
242,833722901757046785,2017-02-20 17:00:04,This is Bronte. She's fairly h*ckin aerodynamic. Also patiently waiting for mom to make her a main character. 13/10 would be an honor to pet https://t.co/w1MQWO2PET,10,Bronte,13/10,13,,3161,20539,https://pbs.twimg.com/media/C5H6jmgW8AAevqq.jpg,1,West_Highland_white_terrier,91.81,Maltese_dog,2.57,Lakeland_terrier,2.02
243,833479644947025920,2017-02-20 00:53:27,This is Poppy. She just arrived. 13/10 would snug passionately https://t.co/YGeSpyN8Gu,10,Poppy,13/10,13,,2008,14655,https://pbs.twimg.com/media/C5EdT4jWEAARv2C.jpg,3,golden_retriever,72.7,cocker_spaniel,7.11,Tibetan_mastiff,4.87
245,832998151111966721,2017-02-18 17:00:10,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0",10,Rhino,13/10,13,doggo,2154,13059,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,boxer,53.9,French_bulldog,31.76,bull_mastiff,9.39
246,832757312314028032,2017-02-18 01:03:09,This is Willow. She's the official strawberry taste tester. Palate delicate af. Currently noting the subtle piquancy of this one. 13/10 https://t.co/On7muWnWSQ,10,Willow,13/10,13,,3546,16644,https://pbs.twimg.com/media/C46MWnFVYAUg1RK.jpg,2,Cardigan,16.09,Staffordshire_bullterrier,15.94,Boston_bull,15.44
247,832636094638288896,2017-02-17 17:01:29,This is Orion. He just got back from the dentist. Cavity free af. 12/10 would give extra pats https://t.co/Y4DZx2UWsr,10,Orion,12/10,12,,2730,15639,https://pbs.twimg.com/media/C44eG7oUMAAA4Ss.jpg,1,Eskimo_dog,52.5,Siberian_husky,25.22,malamute,21.68
249,832369877331693569,2017-02-16 23:23:38,This is Charlie. He fell asleep on a heating vent. Would puppreciate your assistance. 11/10 someone help Charlie https://t.co/Dhdx5HnQ4d,10,Charlie,11/10,11,puppo,3137,16953,https://pbs.twimg.com/media/C40r_GDWAAA5vNJ.jpg,1,kelpie,50.47,German_short-haired_pointer,10.52,Staffordshire_bullterrier,5.43
251,832032802820481025,2017-02-16 01:04:13,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M",10,Miguel,12/10,12,doggo,4580,17620,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,whippet,60.17,Ibizan_hound,15.27,Italian_greyhound,13.51
253,831911600680497154,2017-02-15 17:02:36,Meet Kuyu. He was trapped in a well for 10 days. Rescued yesterday using a device designed by a local robotics team. 14/10 for all involved https://t.co/l38R6IZNNg,10,Kuyu,14/10,14,,6372,27213,https://pbs.twimg.com/media/C4uLLGuUoAAkIHm.jpg,4,bloodhound,77.76,Great_Dane,4.74,Leonberg,1.79
254,831670449226514432,2017-02-15 01:04:21,This is Daisy. She has a heart on her butt. 13/10 topical af https://t.co/u6p4LxzHKg,10,Daisy,13/10,13,,1780,10288,https://pbs.twimg.com/media/C4qv3JUW8AADirb.jpg,1,Pembroke,62.48,Cardigan,36.29,Appenzeller,0.39
255,831650051525054464,2017-02-14 23:43:18,"I usually only share these on Friday's, but this is Blue. He's a very smoochable pooch who needs your help. 13/10

https://t.co/piiX0ke8Z6 https://t.co/1UHrKcaCiO",10,None,13/10,13,,1883,7025,https://pbs.twimg.com/media/C4qdThOWAAI3WX3.jpg,1,Eskimo_dog,53.04,Siberian_husky,18.03,Norwegian_elkhound,10.43
256,831552930092285952,2017-02-14 17:17:22,This is Dutch. He dressed up as his favorite emoji for Valentine's Day. I've got heart eyes for his heart eyes. 13/10 https://t.co/BCbmFYLrse,10,Dutch,13/10,13,,2280,8859,https://pbs.twimg.com/media/C4pE-I0WQAABveu.jpg,1,Chihuahua,25.74,Pembroke,16.14,French_bulldog,9.21
258,831315979191906304,2017-02-14 01:35:49,I couldn't make it to the #WKCDogShow BUT I have people there on the ground relaying me the finest pupper pics possible. 13/10 for all https://t.co/jd6lYhfdH4,10,None,13/10,13,pupper,1106,6459,https://pbs.twimg.com/media/C4lst0bXAAE6MP8.jpg,4,briard,98.28,soft-coated_wheaten_terrier,0.91,Bouvier_des_Flandres,0.47
259,831309418084069378,2017-02-14 01:09:44,This is Scooter and his son Montoya.  Scooter is a wonderful father. He takes very good care of Montoya. Both 12/10 would pet at same time https://t.co/ghqMfxxa4V,10,Scooter,12/10,12,,2422,11617,https://pbs.twimg.com/media/C4lngK5VUAEVrNO.jpg,1,Doberman,36.94,kelpie,13.24,Labrador_retriever,7.47
261,830956169170665475,2017-02-13 01:46:03,Say hello to Reggie. He hates puns. 12/10 lighten pup Reggie https://t.co/X4vNEzAod5,10,Reggie,12/10,12,puppo,1469,7882,https://pbs.twimg.com/ext_tw_video_thumb/830956118893543424/pu/img/t2G0raF7pDPRMAH5.jpg,1,kuvasz,45.15,golden_retriever,31.72,English_setter,13.28
263,830097400375152640,2017-02-10 16:53:37,"Meet Samson. He's absolute fluffy perfection. Easily 13/10, but he needs your help. Click the link to find out more

https://t.co/z82hCtwhpn https://t.co/KoWrMkbMbW",10,Samson,13/10,13,,2883,9667,https://pbs.twimg.com/media/C4UZLZLWYAA0dcs.jpg,4,toy_poodle,44.27,Pomeranian,14.21,Pekinese,12.57
264,829861396166877184,2017-02-10 01:15:49,This is Mia. She already knows she's a good dog. You don't have to tell her. 12/10 would probably tell her anyway https://t.co/xeudgDXmTU,10,Mia,12/10,12,,1910,12100,https://pbs.twimg.com/media/C4RCiIHWYAAwgJM.jpg,1,Border_terrier,39.45,Staffordshire_bullterrier,37.66,American_Staffordshire_terrier,3.13
265,829501995190984704,2017-02-09 01:27:41,This is Leo. He was a skater pup. She said see ya later pup. He wasn't good enough for her. 12/10 you're good enough for me Leo https://t.co/Xw9JbJHTul,10,Leo,12/10,12,puppo,10423,31344,https://pbs.twimg.com/media/C4L7p19W8AA3Fs_.jpg,1,French_bulldog,95.09,Pekinese,1.52,pug,1.11
266,829449946868879360,2017-02-08 22:00:52,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,10,None,11/10,11,doggo,1977,10350,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1,Labrador_retriever,31.52,golden_retriever,15.32,Pekinese,13.28
271,828650029636317184,2017-02-06 17:02:17,"Occasionally, we're sent fantastic stories. This is one of them. 14/10 for Grace https://t.co/bZ4axuH6OK",10,None,14/10,14,,1316,9399,https://pbs.twimg.com/media/C3_0yhCWEAETXj2.jpg,1,golden_retriever,64.92,Chesapeake_Bay_retriever,19.86,vizsla,5.62
273,828408677031882754,2017-02-06 01:03:14,This is Bear. He went outside to play in the snow. Needed a break from the game. Feeling a tad better now. 12/10  deep breaths Bear https://t.co/7WFLKli2T3,10,Bear,12/10,12,,1266,7596,https://pbs.twimg.com/media/C38ZSzlWIAEpQzs.jpg,1,Weimaraner,13.3,Chesapeake_Bay_retriever,9.22,American_Staffordshire_terrier,6.51
274,828381636999917570,2017-02-05 23:15:47,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,10,Doobert,14/10,14,doggo,2184,12452,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,Bedlington_terrier,39.25,Labrador_retriever,8.9,clumber,8.18
275,828376505180889089,2017-02-05 22:55:23,"This is Beebop. Her name means ""Good Dog"" in robot. She also was a star on the field today. 13/10 would pet well https://t.co/HKBVZqXFNR",10,Beebop,13/10,13,,1052,7294,https://pbs.twimg.com/media/C378BwxWMAA6CNK.jpg,1,American_Staffordshire_terrier,52.31,Staffordshire_bullterrier,18.62,Chihuahua,4.21
276,828372645993398273,2017-02-05 22:40:03,This is Alexander Hamilpup. He was one of the many stars in this year's Puppy Bowl. He just hopes both teams had fun. 12/10 https://t.co/JcTuUcyYNS,10,Alexander,12/10,12,puppo,2886,12440,https://pbs.twimg.com/media/C374hb0WQAAIbQ-.jpg,1,malamute,66.3,Eskimo_dog,20.78,Tibetan_mastiff,4.09
278,828011680017821696,2017-02-04 22:45:42,Say hello to Brutus and Jersey. They think they're the same size. Best furiends furever. Both 11/10 would pet simultaneously https://t.co/rkhCFfDtxB,10,Brutus,11/10,11,floofer,2123,10246,https://pbs.twimg.com/media/C32wOLcWYAAjNqS.jpg,1,American_Staffordshire_terrier,93.67,Staffordshire_bullterrier,3.3,bull_mastiff,1.72
279,827933404142436356,2017-02-04 17:34:40,This is Kona. Yesterday she stopped by the department to see what it takes to be a police pupper. 12/10 vest was only a smidge too big https://t.co/j8D3PQJvpJ,10,Kona,12/10,12,pupper,5155,19884,https://pbs.twimg.com/media/C31pCN4UcAAOLNH.jpg,2,German_shepherd,80.61,Tibetan_mastiff,10.48,kelpie,3.81
280,827653905312006145,2017-02-03 23:04:02,This is Boots. She doesn't know what to do with treats so she just holds them. Very good girl. 12/10 would give more treats https://t.co/eAA8lratd3,10,Boots,12/10,12,,2979,15337,https://pbs.twimg.com/media/C3xq1ZeWEAEuzw3.jpg,1,collie,28.56,Border_collie,21.73,Saint_Bernard,14.32
281,827600520311402496,2017-02-03 19:31:54,Meet Tucker. It's his birthday. He's pupset with you because you're too busy playing @GoodDogsGame to celebrate. 13/10 would put down phone https://t.co/vrppizPGdb,10,Tucker,13/10,13,puppo,930,7392,https://pbs.twimg.com/media/C3w6RYbWQAAEQ25.jpg,1,Pembroke,32.56,golden_retriever,31.72,Labrador_retriever,11.61
282,827324948884643840,2017-02-03 01:16:53,"This is Ralphie. He's being treated for an overactive funny bone, which is no joke. 12/10 would try to pet with a straight face https://t.co/UU3KqQF5n5",10,Ralphie,12/10,12,,2994,15688,https://pbs.twimg.com/media/C3s_pYrXAAA1eqZ.jpg,1,golden_retriever,35.25,toy_poodle,17.89,Labrador_retriever,8.42
283,827199976799354881,2017-02-02 17:00:17,This is Charlie. He wins every game of chess he plays. Won't let opponent pet him until they forfeit. 13/10 you win again Charlie https://t.co/UkyQibIBzZ,10,Charlie,13/10,13,,2190,10476,https://pbs.twimg.com/media/C3rN-lcWEAA9CmR.jpg,4,Great_Dane,86.97,American_Staffordshire_terrier,2.67,boxer,1.99
285,826848821049180160,2017-02-01 17:44:55,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,10,Cupid,13/10,13,doggo,10000,35937,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,Great_Pyrenees,85.88,golden_retriever,2.35,Pekinese,1.71
287,826476773533745153,2017-01-31 17:06:32,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,10,Pilot,12/10,12,doggo,4127,18222,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,German_shepherd,74.19,Tibetan_mastiff,12.28,kelpie,10.05
288,826240494070030336,2017-01-31 01:27:39,We only rate dogs. Please don't send in any more non-dogs like this Wild Albanian Street Moose. Thank you... 11/10 https://t.co/srXL2s868C,10,None,11/10,11,,2571,13153,https://pbs.twimg.com/media/C3dlVMbXAAUd-Gh.jpg,1,French_bulldog,90.3,pug,9.62,Boston_bull,0.02
289,826204788643753985,2017-01-30 23:05:46,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX",10,None,13/10,13,doggo,910,4829,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2,Labrador_retriever,78.21,golden_retriever,15.66,soft-coated_wheaten_terrier,0.73
292,825829644528148480,2017-01-29 22:15:05,This is Toby. He just found out you only pretend to throw the ball sometimes. H*ckin puppalled. 12/10 would console https://t.co/YimNdkZrhM,10,Toby,12/10,12,puppo,2457,12632,https://pbs.twimg.com/media/C3XvqILXUAU2nnT.jpg,2,Great_Pyrenees,85.34,golden_retriever,5.35,English_setter,4.58
293,825535076884762624,2017-01-29 02:44:34,Here's a very loving and accepting puppo. Appears to have read her Constitution well. 14/10 would pat head approvingly https://t.co/6ao80wIpV1,10,None,14/10,14,puppo,17334,56390,https://pbs.twimg.com/media/C3TjvitXAAAI-QH.jpg,1,Rottweiler,68.15,Tibetan_mastiff,14.79,black-and-tan_coonhound,2.45
294,825147591692263424,2017-01-28 01:04:51,This is Sweet Pea. She hides in shoe boxes and waits for someone to pick her. Then she surpuprises them. 13/10 https://t.co/AyBEmx56MD,10,Sweet,13/10,13,puppo,4479,18134,https://pbs.twimg.com/media/C3ODWpfXAAAP1fb.jpg,1,Pekinese,35.48,Pomeranian,24.54,toy_poodle,13.65
295,825026590719483904,2017-01-27 17:04:02,"Say hello to Pablo. He's one gorgeous puppo. A true 12/10. Click the link to see why Pablo requests your assistance

https://t.co/koHvVQp9bL https://t.co/IhW0JKf7kc",10,Pablo,12/10,12,puppo,1236,6236,https://pbs.twimg.com/media/C3MVTeHWcAAGNfx.jpg,2,Eskimo_dog,52.45,Siberian_husky,46.77,malamute,0.5
296,824775126675836928,2017-01-27 00:24:48,This is Scooter. His lack of opposable thumbs is rendering his resistance to tickling embarrassingly moot. 12/10 would keep tickling https://t.co/F0VWg2GztI,10,Scooter,12/10,12,,3464,14779,https://pbs.twimg.com/media/C3Iwlr0WYAARVh4.jpg,1,Border_terrier,61.05,malinois,9.03,Airedale,6.86
297,824663926340194305,2017-01-26 17:02:56,This is Wilson. Named after the volleyball. He tongue wrestled a bee and lost. 13/10 valiant effort tho https://t.co/A5Mx4h1FSM,10,Wilson,13/10,13,,1752,10435,https://pbs.twimg.com/media/C3HLd0HXUAAUI2b.jpg,1,English_setter,52.65,golden_retriever,40.28,Irish_setter,3.44
298,824325613288833024,2017-01-25 18:38:36,Retweet the h*ck out of this 13/10 pupper #BellLetsTalk https://t.co/wBmc7OaGvS,10,None,13/10,13,pupper,10429,11729,https://pbs.twimg.com/media/C3CXxaoWQAAiLuC.jpg,1,Pembroke,99.08,Cardigan,0.89,basenji,0.03
300,823939628516474880,2017-01-24 17:04:50,This is Cash. He's officially given pup on today. 12/10 frighteningly relatable https://t.co/m0hrATIEyw,10,Cash,12/10,12,puppo,2671,10539,https://pbs.twimg.com/media/C284uD8WgAEmMVn.jpg,1,schipperke,23.41,curly-coated_retriever,19.31,Labrador_retriever,9.52
305,822872901745569793,2017-01-21 18:26:02,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 https://t.co/nTz3FtorBc,10,None,13/10,13,puppo,42669,130513,https://pbs.twimg.com/media/C2tugXLXgAArJO4.jpg,1,Lakeland_terrier,19.6,Labrador_retriever,16.03,Irish_terrier,6.91
306,822859134160621569,2017-01-21 17:31:20,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 https://t.co/SSQE06XClS,10,Hobbes,12/10,12,puppo,2246,13150,https://pbs.twimg.com/media/C2tiAzGXgAIFdqi.jpg,1,malinois,33.29,Chihuahua,10.41,Staffordshire_bullterrier,4.77
307,822610361945911296,2017-01-21 01:02:48,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 https://t.co/mcagPeENIh,10,None,12/10,12,,2926,14694,https://pbs.twimg.com/media/C2p_wQyXEAELtvS.jpg,1,cocker_spaniel,66.45,Norfolk_terrier,7.51,Norwich_terrier,5.96
308,822489057087389700,2017-01-20 17:00:46,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 https://t.co/liJGwMp17E,10,Paisley,13/10,13,,6345,18006,https://pbs.twimg.com/media/C2oRbOuWEAAbVSl.jpg,1,Samoyed,41.68,malamute,25.27,kuvasz,15.7
309,822462944365645825,2017-01-20 15:17:01,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP https://t.co/M3hZGadUuO",10,Gabe,14/10,14,pupper,14099,27743,https://pbs.twimg.com/media/C2n5rUUXEAIXAtv.jpg,3,Pomeranian,96.02,Samoyed,2.31,Maltese_dog,0.89
311,821886076407029760,2017-01-19 01:04:45,This is Jimison. He was just called a good boy. 13/10 https://t.co/djMep7mGkV,10,Jimison,13/10,13,,2281,11245,https://pbs.twimg.com/media/C2ftAxnWIAEUdAR.jpg,1,golden_retriever,26.62,cocker_spaniel,22.33,Irish_setter,15.16
312,821765923262631936,2017-01-18 17:07:18,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,10,Duchess,13/10,13,doggo,1637,8349,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,golden_retriever,98.01,Labrador_retriever,0.88,Saluki,0.18
313,821522889702862852,2017-01-18 01:01:34,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself https://t.co/IzcaR3Nqyn,10,Harlso,13/10,13,,1737,7977,https://pbs.twimg.com/media/C2aitIUXAAAG-Wi.jpg,1,Doberman,76.35,black-and-tan_coonhound,13.66,miniature_pinscher,8.77
314,821407182352777218,2017-01-17 17:21:47,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,10,Sundance,14/10,14,doggo,4295,11668,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1,Irish_setter,50.55,vizsla,16.87,Chesapeake_Bay_retriever,11.13
315,821149554670182400,2017-01-17 00:18:04,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 https://t.co/r8DxA8DYJ2,10,Luca,12/10,12,,1951,8574,https://pbs.twimg.com/ext_tw_video_thumb/821149477142556673/pu/img/88_DV098c60pC5AA.jpg,1,German_shepherd,51.59,malinois,20.37,Irish_setter,9.11
316,821107785811234820,2017-01-16 21:32:06,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,10,None,11/10,11,doggo,2117,9537,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1,Pomeranian,85.66,papillon,3.85,Yorkshire_terrier,3.31
317,821044531881721856,2017-01-16 17:20:45,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor https://t.co/bryVdNaRcu,10,Flash,12/10,12,,2253,12590,https://pbs.twimg.com/media/C2Tvo20XcAAhNL9.jpg,1,Old_English_sheepdog,14.8,Airedale,13.35,Tibetan_mastiff,12.09
318,820749716845686786,2017-01-15 21:49:15,Meet Sunny. He can take down a polar bear in one fell swoop. Fr*cken deadly af. 13/10 would pet with caution https://t.co/EMq8Ud6Ze1,10,Sunny,13/10,13,,9779,31354,https://pbs.twimg.com/media/C2PjgjQXcAAc4Uu.jpg,2,golden_retriever,83.8,Pekinese,5.67,Labrador_retriever,2.39
319,820690176645140481,2017-01-15 17:52:40,The floofs have been released I repeat the floofs have been released. 84/70 https://t.co/NIYC820tmd,10,None,84/70,84,floofer,3201,12145,https://pbs.twimg.com/media/C2OtWr0VQAEnS9r.jpg,2,West_Highland_white_terrier,87.21,kuvasz,5.95,Samoyed,3.74
320,820314633777061888,2017-01-14 17:00:24,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

https://t.co/XQlmPTLHPl https://t.co/ZNIkkHgtYE",10,None,14/10,14,,560,3325,https://pbs.twimg.com/media/C2JXyARUAAE4gbL.jpg,2,Gordon_setter,94.07,black-and-tan_coonhound,4.2,Rottweiler,0.94
322,819952236453363712,2017-01-13 17:00:21,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
https://t.co/f5WMsx0a9K https://t.co/6lJz0DKZIb",10,Oliver,13/10,13,puppo,1165,5294,https://pbs.twimg.com/media/C2EONHNWQAUWxkP.jpg,1,American_Staffordshire_terrier,92.55,Staffordshire_bullterrier,3.62,Italian_greyhound,2.04
325,819588359383371776,2017-01-12 16:54:26,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy https://t.co/52cItP0vIO,10,Jazzy,13/10,13,puppo,1975,9591,https://pbs.twimg.com/media/C1_DQn3UoAIoJy7.jpg,1,Cardigan,54.79,basenji,11.64,Shetland_sheepdog,10.17
326,819347104292290561,2017-01-12 00:55:47,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously https://t.co/8rUL99bX4W,10,Anna,12/10,12,,1193,7177,https://pbs.twimg.com/media/C17n1nrWQAIErU3.jpg,3,Rottweiler,90.91,black-and-tan_coonhound,4.41,Doberman,3.18
327,819227688460238848,2017-01-11 17:01:16,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to https://t.co/ii5eNX5LJT,10,Finn,12/10,12,,6653,22947,https://pbs.twimg.com/media/C157Oq3WQAEOyHm.jpg,1,Border_terrier,48.25,German_shepherd,18.11,Norwegian_elkhound,6.53
329,819004803107983360,2017-01-11 02:15:36,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,10,Bo,14/10,14,,36590,86558,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,standard_poodle,35.13,toy_poodle,27.19,Tibetan_terrier,9.48
331,818614493328580609,2017-01-10 00:24:38,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly https://t.co/FOF0hBDxP8,10,Bear,12/10,12,,2529,9783,https://pbs.twimg.com/media/C1xNgraVIAA3EVb.jpg,4,Chihuahua,45.07,Border_terrier,20.42,beagle,9.28
333,818259473185828864,2017-01-09 00:53:55,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 https://t.co/rnkvT2kvib,10,Florence,12/10,12,puppo,2240,10954,https://pbs.twimg.com/media/C1sKo_QUkAALtkw.jpg,1,miniature_schnauzer,36.74,toy_poodle,11.25,standard_schnauzer,9.54
